   0.906    5.024
   3.548    5.885
   3.597    6.757
   2.218   -2.532
   4.388   17.725
   0.794    7.377
   1.960   -4.990
   0.752    7.916
   2.100   -5.157
   3.050    1.734
   2.118   -2.835
   4.524   22.649
   0.672    9.979
   1.317    4.951
