record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
32221,6,25,2001,20,PB,F,26.0,17.0
32222,6,25,2001,20,PE,M,20.0,12.0
32223,6,25,2001,20,PP,F,22.0,20.0
32224,6,25,2001,20,NL,F,35.0,168.0
32225,6,25,2001,23,PF,M,16.0,7.0
32228,6,25,2001,24,PE,M,19.0,17.0
32229,6,25,2001,24,PP,F,22.0,18.0
32254,7,22,2001,3,PB,M,28.0,37.0
32255,7,22,2001,3,PB,M,26.0,32.0
32256,7,22,2001,3,PP,F,22.0,17.0
32257,7,22,2001,3,PB,M,26.0,20.0
32258,7,22,2001,3,PB,F,26.0,21.0
32259,7,22,2001,3,PB,M,27.0,37.0
32260,7,22,2001,3,PB,M,26.0,39.0
32261,7,22,2001,3,PB,M,26.0,33.0
32262,7,22,2001,3,PB,F,27.0,27.0
32263,7,22,2001,3,OT,M,21.0,31.0
32264,7,22,2001,3,PP,M,22.0,13.0
32265,7,22,2001,3,PB,F,26.0,30.0
32266,7,22,2001,3,PP,F,22.0,15.0
32267,7,22,2001,4,DM,F,35.0,49.0
32268,7,22,2001,4,PF,F,15.0,9.0
32269,7,22,2001,4,PB,M,28.0,29.0
32270,7,22,2001,4,PB,M,26.0,22.0
32271,7,22,2001,4,PP,F,23.0,17.0
32272,7,22,2001,4,PP,F,22.0,19.0
32273,7,22,2001,4,PP,M,23.0,18.0
32274,7,22,2001,4,PP,F,23.0,18.0
32275,7,22,2001,4,PF,F,16.0,9.0
32276,7,22,2001,6,PB,F,25.0,34.0
32277,7,22,2001,6,PB,F,26.0,25.0
32278,7,22,2001,6,PP,F,22.0,16.0
32279,7,22,2001,6,PB,F,26.0,29.0
32280,7,22,2001,6,PP,M,22.0,15.0
32281,7,22,2001,6,PB,M,26.0,31.0
32282,7,22,2001,6,PP,F,22.0,21.0
32283,7,22,2001,6,SH,M,24.0,28.0
32284,7,22,2001,6,PB,F,25.0,24.0
32285,7,22,2001,6,PB,F,26.0,19.0
32286,7,22,2001,6,PB,F,26.0,29.0
32287,7,22,2001,6,PP,F,23.0,17.0
32288,7,22,2001,6,PP,F,21.0,17.0
32289,7,22,2001,11,PB,M,27.0,26.0
32290,7,22,2001,11,PP,F,22.0,25.0
32292,7,22,2001,11,DM,F,34.0,47.0
32293,7,22,2001,11,DM,M,37.0,42.0
32294,7,22,2001,11,PP,F,23.0,18.0
32295,7,22,2001,11,DM,F,35.0,59.0
32296,7,22,2001,11,PP,M,23.0,17.0
32297,7,22,2001,11,OT,M,21.0,27.0
32298,7,22,2001,9,DM,M,37.0,49.0
32299,7,22,2001,9,DM,F,36.0,48.0
32301,7,22,2001,9,PP,F,22.0,11.0
32302,7,22,2001,9,DM,F,36.0,43.0
32304,7,22,2001,9,DM,F,33.0,25.0
32305,7,22,2001,9,DM,F,35.0,42.0
32306,7,22,2001,9,DM,F,34.0,25.0
32307,7,22,2001,8,PP,F,22.0,21.0
32308,7,22,2001,8,PP,F,22.0,19.0
32310,7,22,2001,8,PB,F,26.0,27.0
32311,7,22,2001,8,PP,M,22.0,16.0
32312,7,22,2001,8,DO,M,36.0,53.0
32313,7,22,2001,8,PB,M,28.0,22.0
32314,7,22,2001,8,PP,M,22.0,13.0
32315,7,22,2001,8,PP,M,21.0,9.0
32316,7,22,2001,8,PP,F,23.0,17.0
32317,7,22,2001,8,DO,M,36.0,46.0
32318,7,22,2001,8,PB,F,25.0,21.0
32319,7,22,2001,8,DO,F,36.0,61.0
32322,7,22,2001,8,PP,F,22.0,15.0
32323,7,22,2001,8,PB,F,27.0,23.0
32324,7,22,2001,8,PB,F,25.0,33.0
32325,7,22,2001,8,OT,F,22.0,27.0
32326,7,22,2001,13,PB,F,26.0,27.0
32327,7,22,2001,13,PB,M,27.0,39.0
32329,7,22,2001,13,PB,M,26.0,43.0
32330,7,22,2001,13,PP,F,22.0,20.0
32331,7,22,2001,13,PB,M,27.0,33.0
32332,7,22,2001,13,PB,M,28.0,43.0
32333,7,22,2001,13,PP,M,22.0,13.0
32334,7,22,2001,14,DM,F,35.0,25.0
32335,7,22,2001,14,DM,F,35.0,47.0
32336,7,22,2001,14,DM,M,37.0,47.0
32337,7,22,2001,14,DM,F,35.0,54.0
32338,7,22,2001,14,DO,M,38.0,45.0
32341,7,22,2001,14,PP,M,22.0,18.0
32342,7,22,2001,14,DM,F,36.0,48.0
32343,7,22,2001,14,PP,M,22.0,16.0
32344,7,22,2001,14,PP,M,23.0,13.0
32345,7,22,2001,14,PB,M,24.0,14.0
32346,7,22,2001,14,OT,F,20.0,35.0
32347,7,22,2001,15,PP,F,21.0,20.0
32348,7,22,2001,15,PB,M,26.0,29.0
32349,7,22,2001,15,PP,M,22.0,17.0
32350,7,22,2001,15,PP,F,23.0,20.0
32351,7,22,2001,15,PP,M,22.0,17.0
32352,7,22,2001,15,PB,F,27.0,30.0
32353,7,22,2001,15,PP,F,21.0,21.0
32354,7,22,2001,15,PP,F,22.0,21.0
32356,7,22,2001,15,NL,F,26.0,146.0
32357,7,22,2001,15,PP,F,22.0,16.0
32358,7,22,2001,16,PP,M,23.0,16.0
32359,7,22,2001,16,PP,M,23.0,18.0
32360,7,22,2001,16,PE,M,20.0,18.0
32363,8,25,2001,1,PP,M,22.0,16.0
32364,8,25,2001,1,PB,F,26.0,40.0
32365,8,25,2001,1,PP,F,22.0,20.0
32366,8,25,2001,1,PB,M,27.0,42.0
32367,8,25,2001,1,PB,M,26.0,33.0
